method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,trajectory_distortion_vs_plain,projection_failure_rate,trigger_fraction,zero_projection_trajectory
POV_L05_ADAPTIVE_NO_LAST,1,16,0.0,0.0,0.027055647076607403,0.0,0.0,1.1907052993774414,0.49560586273339735,2.023107460048278,1.0216226832416428,0.04130672874298005,41.306728742980056,8702.004820636805,0.13227881217009063,1.9044282866551208,1.2431331330444664,0.048214465903583914,1.1219885640894063,0.11825837282231078,6.0,0.0,20.20808068351672,0.3423865735530853,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,17,0.0,0.0,0.027056116747633363,0.0,0.0,1.306004524230957,0.4004498161740171,2.0644272346042265,1.060658613190928,0.0472704219267778,47.2704219267778,10340.742464773168,0.17961978179911425,1.8167484121579365,1.2449970710440539,0.04837801994290203,1.123543964116834,0.1218687150394544,6.0,0.0,18.736671218426455,0.37600940465927124,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,18,0.0,0.0,0.025107614087129082,0.0,0.0,0.5650100111961365,0.4253593986100823,1.9969079770392981,1.025196641930068,0.043516428090654924,43.51642809065493,9916.944532033594,0.15134978277806163,1.8558644612042838,1.2476415189448744,0.048482905025593936,1.1260000770562328,0.12279376183869317,6.0,0.0,20.199575124568685,0.42665761709213257,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,19,0.0,0.0,0.029955735914989706,0.0,0.0,0.6308269500732422,0.3982340946504106,2.0835897631385034,1.0503986652608908,0.0418061930715449,41.8061930715449,7453.897502177875,0.16912211338351896,1.8256548904510232,1.242771111021284,0.04820823698537424,1.1215792109724134,0.11883908894378692,6.0,0.0,16.382750992962446,0.2674432694911957,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,20,0.0,0.0,0.024460906494606582,0.0,0.0,0.9158682823181152,0.4350823454880941,2.031477934896522,1.0308763945644588,0.03852394290034078,38.523942900340785,8108.356498810332,0.15638372205126438,1.8208148764048693,1.3440603310009465,0.04823822795879096,1.2223313279100694,0.1325147349270992,6.0,0.0,18.0660519618064,0.3717056214809418,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,21,0.0,0.0,0.025023418935465835,0.0,0.0,0.0,0.42795948379037263,2.0483059172596665,1.0720891997750888,0.04097745926449322,40.97745926449323,8598.341134116412,0.15372498456701114,1.780012728722053,0.9673816399881616,0.048231997003313154,0.8460365670034662,0.09368487208848819,6.0,0.0,14.944086309395134,0.40948396921157837,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,22,0.0,0.0,0.02712819458022714,0.0,0.0,1.5342307090759277,0.4396799192505073,2.0999138703883884,1.0749842047749394,0.04721294105118112,47.212941051181126,9710.2059728103,0.13791681869843,1.786724531150851,0.9670378009905107,0.04821408598218113,0.8459474350675009,0.09379474411252886,6.0,0.0,15.343641993297622,0.37166422605514526,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,23,0.0,0.0,0.03390359377914515,0.0,0.0,0.29253482818603516,0.40777075488475406,2.069853079183592,1.0526868288972304,0.04195632611036948,41.95632611036948,8629.908860266707,0.16486355914027048,1.8239754298924582,1.3359050969593227,0.048263629083521664,1.2144563110196032,0.12849576998269185,6.0,0.0,19.215986208276714,0.34583550691604614,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,24,0.0,0.0,0.02104298765356244,0.0,0.0,0.4090261459350586,0.4517335589936583,2.1741505337974063,1.1013199387838646,0.03962350069180243,39.62350069180243,7154.655768559192,0.11616986596390387,1.7925133465518075,0.9528214790043421,0.04740422696340829,0.8401768539333716,0.08852260810090229,5.0,0.0,13.475895036755544,0.14250728487968445,0.0,0.7142857142857143,0.0
POV_L05_ADAPTIVE_NO_LAST,1,25,0.0,0.0,0.019563215303898984,0.0,0.0,1.1486050486564636,0.47450788704745456,2.030609448717412,1.0367276795220284,0.04002089374790552,40.02089374790552,7978.808133295567,0.13815526991317578,1.895618249732373,1.0621963599696755,0.04874261101940647,0.9399366930010729,0.10059111192822456,6.0,0.0,18.79548258150142,0.4253225028514862,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,26,0.0,0.0,0.031310568327897303,0.0,0.0,0.9601962566375732,0.4450173760697081,2.0223874828045734,1.0274878059491774,0.041881301825521494,41.8813018255215,8531.835210198646,0.1394616480915951,1.8855465639871543,1.5217607489903457,0.04903490707511082,1.4002886029775254,0.1521842489601113,6.0,0.0,18.953133363561843,0.4176941514015198,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,27,0.0,0.0,0.018096863174672795,0.0,0.0,1.2965456396341324,0.42323335500119463,2.022671232655382,1.0546388482018825,0.0393971927381715,39.3971927381715,8162.8358185398,0.16055197729771004,1.8435147706123978,1.2395460520056076,0.048498464981094,1.118912576988805,0.12000853806966916,6.0,0.0,16.23946520643745,0.4252890646457672,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,28,0.0,0.0,0.021870094839813448,0.0,0.0,0.0,0.4384855140709075,1.9936970087158636,1.0354917712350002,0.03930902781199952,39.30902781199953,8299.435570712843,0.1719677143737135,1.9124042373317092,1.056102839007508,0.04823029600083828,0.9358297630678862,0.10097972099902108,6.0,0.0,16.793569779589653,0.38179323077201843,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,1,29,0.0,0.0,0.027544655009886287,0.0,0.002723794841766214,2.899211347103119,0.448739806524842,2.1633428491869418,1.1125158109275035,0.08025068152633041,80.25068152633042,22032.93048610936,0.1412879268062518,1.7410454180905706,1.4257756950100884,0.04831191903213039,1.3050042379763909,0.13983616506448016,6.0,0.0,19.67779589235944,0.29773345589637756,0.0,0.8571428571428571,0.0
